county_name,pct_suspended,pct_incarcerated,pct_expelled,pct_referred
Montgomery,0.064278222,0.011521233,0.000295005,0.002622263
Morgan,0.082569665,0.010461021,0,0.001215635
Perry,0.100543478,0.004790897,0.001358696,0.001358696
Pickens,0.056603774,0.013988188,0,0.000786164
Pike,0.089463692,0.010011024,0.001423825,0.000949217
Randolph,0.066815698,0.009669121,0,0.000993542
Russell,0.167899829,0.015476211,0.001138304,0.00426864
St. Clair,0.065438569,0.007102256,0.000924927,0.003160166
Shelby,0.078277812,0.004413993,0.000152812,0.003400061
Sumter,0,0.006205144,0.001076426,0.001076426
Talladega,0.162370079,0.011031081,0.000654718,0.002209673
Tallapoosa,0.108343086,0.011750079,0,0.003176726
Tuscaloosa,0.068251427,0.008104527,0.000696088,0.001705416
Walker,0.02995967,0.009946919,0.000768197,0.001152295
Washington,0.034542917,0.007004974,0,0
Wilcox,0.006783493,0.007533632,0,0
Winston,0.006281407,0.009345408,0,0.000837521
Arkansas,0.16615802,0.004534301,0.005425568,0.002373686
Ashley,0.089059581,0.005262911,0.011002699,0.001453187
Baxter,0.060455378,0.002440453,0,0
Benton,0.050036586,0.00175595,0.001229897,0.004032195
Boone,0.060554804,0.002492963,0.001014885,0.00067659
Bradley,0.20994832,0.001348921,0.00129199,0.000645995
Calhoun,0.213166144,0.003851338,0.003134796,0
Carroll,0.075984003,0.002304562,0.000420964,0.00210482
Chicot,0.171604938,0.000793161,0,0
Clark,0.094870988,0.002259236,0.00188798,0.001258653
Clay,0.089912629,0.004650862,0.000953137,0.001588562
Cleburne,0.064685315,0.003120368,0.00061703,0.00061703
Cleveland,0.115248645,0.000469759,0.003299552,0.007306151
Columbia,0.171528384,0.003051924,0.002270742,0.000349345
Conway,0.039877301,0.002562764,0.001342025,0.002396472
Craighead,0.131679598,0.002492292,0.000437111,0.000655666
Crawford,0.080284646,0.001427089,0.000912326,0.00072986
Crittenden,0.118879085,0.005306549,0.00096965,0.00639969
Cross,0.097546198,0.003312204,0.001211754,0.002726447
Desha,0.100778066,0.001921691,0.005928122,0.01074472
Drew,0.123681687,0.001472793,0.004793864,0.003835091
Faulkner,0.099485965,0.001553369,0.001155135,0.001443918
Franklin,0.037162162,0.002067039,0.001422475,0.002667141
Fulton,0.052352317,0.001150275,0,0
Garland,0.083623693,0.002048614,0.002024673,0.002683869
Grant,0.134926875,0.004380371,0.000314515,0.001100802
Greene,0.169713439,0.00375478,0.000494071,0.011116601
Hempstead,0.126686017,0.00468123,0,0.002731774
Hot Spring,0.118100128,0.000268609,0.037227214,0.001283697
Howard,0.093480935,0.003614902,0.001230012,0.001230012
Independence,0.0514594,0.002714883,0,0
Izard,0.006559767,0.003358209,0.001457726,0.001457726
Jackson,0.077382433,0.003835307,0.001492909,0.000995272
Jefferson,0.150751547,0.004578817,0.002063071,0.000736811
Johnson,0.074815064,0.00212347,0.002017485,0.001008742
Lawrence,0.053754081,0.001231672,0,0.000870511
Lee,0.088274045,0.001398322,0,0.005270092
Little River,0.12338594,0.001962169,0.00251076,0.00251076
Logan,0.056137339,0.001135796,0.001373391,0.006008584
Lonoke,0.068632327,2.83E-05,0.001349911,0.00071048
Marion,0.085822069,0.00018246,0,0
Miller,0.028430982,0.006006075,0,0
Mississippi,0.166866315,0.003849942,0.003833253,0.000718735
Monroe,0.151668779,0.001040312,0.000844951,0
Montgomery,0.170750383,0.000864958,0.001531394,0
Nevada,0.216773276,0.001139731,0,0
Newton,0,0.000372486,0,0
Ouachita,0.256469679,0.005412774,0.003476246,0
Perry,0.088405797,0.003872592,0.005797101,0
Phillips,0.187388988,0.003424155,0,0
Pike,0,0.002160216,0,0
Poinsett,0.175983437,0.003516465,0.000591541,0
Polk,0.14648157,0.002064491,0.009095261,0.001436094
Pope,0.050953423,0.002622238,0.001041992,0.005209961
Prairie,0.072950614,0.002626239,0,0
Pulaski,0.130138003,0.003127333,0.000118712,0
Randolph,0.085923218,0.001929078,0,0
St. Francis,0.084328071,0.002582663,0,0.023103581
Saline,0.041216879,0.001615523,0.000196271,0.000588813
Sebastian,0.112434956,0.003029898,0.000389048,0.010212518
Stone,0.132124352,0.001449042,0,0
Union,0.140345369,0.004212549,0.000313972,0.009262166
Washington,0.057297062,0.002700383,0.000872267,0.000981301
White,0.09507722,0.003122173,0.000965251,0
Woodruff,0.207667732,0.002844546,0.003194888,0
Yell,0.041245136,0.001101979,0,0
Apache,0.035665412,0.00297405,0.000171057,0.005644885
Cochise,0.038127166,0.00724492,0.002045571,0.008580033
Coconino,0.0218305,0.006969688,0,0.00570855
Gila,0.131061599,0.010418633,0.000262123,0.012975098
Graham,0.034866469,0.010716481,0,0.002522255
Greenlee,0.049342105,0.009559154,0,0.001096491
La Paz,0.102347057,0.011865814,0.003078107,0.018083878
Maricopa,0.051048958,0.008697287,0.000263214,0.002635393
Mohave,0.078470227,0.009757371,0.000990786,0.002278807
Navajo,0.069810788,0.008461201,0.000225925,0.011239763
Pima,0.027302532,0.007817974,0.000143237,0.006851495
Pinal,0.033782545,0.008205424,0.000183352,0.001856436
Santa Cruz,0.045859351,0.004717686,0,0.001637834
Yavapai,0.057184185,0.011188246,0.000289296,0.005448409
Yuma,0.023619381,0.007606164,0.000169315,0.002934786
Alameda,0.006331745,0.004551037,2.90E-05,0.003281874
Alpine,0,0,0,0
Amador,0.023213354,0.00619626,0.023995827,0.001043297
Butte,0.024280025,0.007277876,0,0.002297794
Calaveras,0.043263532,0.003805942,0.001185302,0
Colusa,0.020757021,0.006796025,0,0.000407
Contra Costa,0.010948412,0.00306306,4.70E-05,0.002637252
Del Norte,0.01804553,0.007473949,0,0.002220988
El Dorado,0.008472002,0.00427821,6.75E-05,0.005467985
Fresno,0.013601238,0.007937831,0.000160587,0.003255538
Glenn,0.018675722,0.007751382,0.004881154,0.000848896
Humboldt,0.015179257,0.005511588,0.003130353,0.001771898
Imperial,0.032235371,0.004986828,0.000667436,0.001154484
Inyo,0.023319616,0.006094575,0.007544582,0.008230453
Kern,0.02114515,0.007380667,0.000418268,0.00044653
Kings,0.00916997,0.010811349,0.001331125,0.00488079
Lake,0.006375027,0.010633466,0.000439657,0.001318971
Lassen,0.024390244,0.007344017,0,0.00220299
Los Angeles,0.005012451,0.006459782,0.000144084,0.005310317
Madera,0.014905544,0.00669218,0.00019442,0.003467159
Marin,0.012792793,0.002144049,0.00036036,0.001879022
Mariposa,0.010820046,0.005443322,0,0.013667426
Mendocino,0.024937844,0.006849158,0,0.000301364
Merced,0.004869373,0.006832577,0.000306158,0.000320737
Modoc,0.099352052,0.005571335,0,0
Mono,0.015189873,0.003715082,0,0
Monterey,0.005720941,0.006153386,0.000143024,0.001205484
Napa,0.017121844,0.003864893,0.00028107,0.002529629
Nevada,0.018482616,0.003541105,0.000646245,0.001163242
Orange,0.009326604,0.004431456,0.00039423,0.001104688
Placer,0.01196232,0.003690319,0.000573133,0.001352007
Plumas,0.024634334,0.005079634,0,0
Riverside,0.012088447,0.006015957,0.000185077,0.004539256
Sacramento,0.014819729,0.007184095,0.001120974,0.003934846
San Benito,0.012098895,0.004009064,0.001262493,0.004944766
San Bernardino,0.01955493,0.007714455,0.000333966,0.006488492
San Diego,0.009649979,0.004712233,0.00061102,0.001775066
San Francisco,0.000716143,0.002838566,0,0.00054653
San Joaquin,0.039527705,0.00627214,0.00071923,0.004083131
San Luis Obispo,0.00680966,0.005076584,0.001349933,0.002129894
San Mateo,0.008971514,0.0031159,0.000212344,0.001921709
Santa Barbara,0.006906504,0.005126382,0.000117808,0.005860957
Santa Clara,0.007894556,0.004470492,4.58E-05,0.003851933
Santa Cruz,0.006280572,0.00415004,0.00024156,0.003442237
Shasta,0.015205921,0.008798229,0.000293126,0.002051883
Siskiyou,0.035309422,0.006200767,0.000371678,0.005017655
Solano,0.017311674,0.004625528,0.000469614,0.004247871
Sonoma,0.010028962,0.004113073,6.62E-05,0.001340505
Stanislaus,0.015090949,0.005674529,0.000334074,0.001946848
Sutter,0.024725741,0.006462377,0.002445403,0.005026662
Tehama,0.036760275,0.009107381,0.011570447,0.005182596
Trinity,0.013465627,0.006705409,0,0.001417434
Tulare,0.018853189,0.008733355,0.000494979,0.003365855
Tuolumne,0.011035498,0.007441964,0,0.003678499
Ventura,0.00957678,0.004097956,0.000575614,0.001201594
Yolo,0.013697026,0.006000484,0,0.002341372
Yuba,0.013329848,0.010839405,0.001045478,0
Adams,0.031751259,0.006306231,0.000487918,0.011319696
Alamosa,0.182646737,0.01191358,0.000729129,0.000729129
Arapahoe,0.010015737,0.005098552,0.0006935,0.004814489
Archuleta,0.00239521,0.004178615,0.00239521,0
Baca,0.0304,0.001915185,0,0.0032
Bent,0.011363636,0.00976801,0,0
Boulder,0.025679125,0.003715912,0.000751669,0.004265287
Broomfield,0.01920966,0.002031133,0.000336029,0.009520823
Chaffee,0.014343344,0.006268055,0,0.006723442
Cheyenne,0,0.002140182,0,0
Clear Creek,0.049614112,0.008992007,0.002205072,0.004410143
Costilla,0.045801527,0.007355021,0,0.011450382
Crowley,0.015564202,0.003006954,0,0.003891051
Custer,0.065420561,0.003048066,0,0.001168224
Delta,0.030689518,0.002671416,0.001594261,0.001992826
Denver,0.039797971,0.009400524,0,0.006951659
Dolores,0.034965035,0,0,0
Douglas,0.007482302,0.002098423,0.000731802,0.002001255
Eagle,0.011141199,0.002467495,0.000309478,0.000309478
Elbert,0.018664614,0.00229504,0.000384837,0.003078699
El Paso,0.04997716,0.007993027,0.000315416,0.002610341
Fremont,0.077101002,0.009446606,0.000514007,0.00154202
Garfield,0.076710996,0.003638729,0.000648719,0.001297438
Gilpin,0.024282561,0.014673913,0,0
Grand,0.038080731,0.003497482,0,0.001523229
Gunnison,0.021047479,0.002700294,0,0.002692119
Hinsdale,0,0.000934324,0,0.018018018
Huerfano,0.051612903,0.006816421,0,0.007741935
Jackson,0.116751269,0.002991773,0,0
Kiowa,0.016949153,0.003258491,0,0
Kit Carson,0.09339207,0.005829487,0,0
Lake,0.035315985,0.002754442,0,0.007434944
La Plata,0.024348569,0.004892468,0,0.003630927
Larimer,0.023153681,0.003900475,0.000298757,0.00250956
Las Animas,0.110747664,0.005772307,0,0.008411215
Lincoln,0,0.018027962,0,0
Logan,0.019192774,0.009231685,0.001128987,0
Mesa,0.036404955,0.010173175,0.000356474,0.004545049
Mineral,0.023809524,0.00238974,0,0
Moffat,0.059252507,0.008921083,0.000911577,0.010027347
Montezuma,0.015674749,0.006618367,0,0.000489836
Montrose,0.05061082,0.004200066,0,0.003490401
Morgan,0.047564028,0.006780503,0.001155402,0.007317543
Otero,0.007315289,0.005790357,0.001463058,0.002926116
Ouray,0.014519056,0.002391967,0,0.007259528
Park,0.006441224,0.008349827,0,0.011272142
Phillips,0.026128266,0.00546804,0,0.007917656
Prowers,0.02280285,0.007011936,0,0.009976247
Pueblo,0.04199158,0.010281244,0,0
Rio Blanco,0.012954966,0.00349079,0,0.002467613
Rio Grande,0.03806016,0.00533151,0.002455494,0.001227747
Routt,0.006682259,0.002291145,0,0.001336452
Saguache,0.070224719,0.004974326,0,0.016853933
San Juan,0,0.002136247,0,0
San Miguel,0.006342495,0.002763885,0,0
Sedgwick,0,0.003426124,0,0
Summit,0.032823995,0.002931426,0,0
Teller,0.015219647,0.006123935,0.003804912,0
Washington,0.043668122,0.040480708,0,0
Weld,0.033013317,0.006834591,0.000309693,0.001114896
Fairfield,0.025322326,0,0.000470754,0.001883014
Hartford,0.042763385,0,9.19E-05,0.003017331
Litchfield,0.03078034,0,9.03E-05,0.00329467
Middlesex,0.022947098,0,0,0.000789578
New Haven,0.051734786,0,3.38E-05,0.003891742
New London,0.036778789,0,0.000329184,0.002154656
Tolland,0.028903636,0,0.000329074,0.001974442
Windham,0.064888889,0,0,0.002461538
District of Columbia,0.007749872,0.00354707,0,0.002357765
Kent,0.062493697,0,0.000470636,0.01072377
New Castle,0.053274367,0,6.30E-05,0.007711799
Sussex,0.071692795,0,0.000352299,0.009732253
Alachua,0,0.010359947,0.000136384,0.013058747
Baker,0.102020404,0.019722222,0.0020004,0.013202641
Bay,0.09111822,0.015822386,0.000431329,0.003989792
Bradford,0.107663667,0.014660897,0,0.003102699
Brevard,0.043001594,0.008201484,0.000686926,0.003228554
Broward,0.050994056,0.006804447,0,0.006749486
Calhoun,0.083486239,0.013513514,0.000917431,0.007798165
Charlotte,0.067984091,0.008942547,0.000248571,0.006649267
Citrus,0.124624036,0.011111511,0.000653851,0.003465411
Clay,0.080759901,0.007377321,0.000327074,0.001989697
Collier,0.062504071,0.005744028,0,0.008879529
Columbia,0.089464391,0.013540168,0,0.00382578
DeSoto,0.089730397,0.012571757,0.000411607,0.00617411
Dixie,0.048181389,0.012624378,0.000944733,0.000944733
Duval,0.09847833,0.012676589,0,0.005015387
Escambia,0.080471629,0.01422904,0,0.008228936
Flagler,0.059771711,0.004724677,0,0.006941231
Franklin,0.16251944,0.013976908,0,0.00466563
Gadsden,0.062360419,0.015497819,0.000343584,0.007215255
Gilchrist,0.093183466,0.006448178,0.001450326,0.010152284
Glades,0.146794488,0.034629644,0,0.003594967
Gulf,0.079122001,0.009003337,0.001020929,0.004594181
Hamilton,0.136727689,0.007531381,0.003432494,0.01201373
Hardee,0.015963512,0.010481566,0,0.006081338
Hendry,0.072262368,0.010935473,0,0.007226237
Hernando,0.106091348,0.007852348,0.000360702,0.016772623
Highlands,0.142396388,0.01113479,0.000967586,0.006692469
Hillsborough,0.069739434,0.007865137,4.72E-05,0.005006352
Holmes,0.058167571,0.013164609,0.000602773,0.003013864
Indian River,0.050061118,0.008242803,0.000111123,0.006556284
Jackson,0.002911208,0.012521739,0.001164483,0.006259098
Jefferson,0.063354037,0.01133723,0,0.013664596
Lafayette,0.0328,0.005782969,0,0.0048
Lake,0.041565655,0.007321205,0.000611952,0.006637324
Lee,0.070345764,0.006513928,4.38E-05,0.004640828
Leon,0.002753516,0.012392708,0.000236862,0.004293116
Levy,0.113228289,0.011333959,0.001832173,0.004030781
Liberty,0.066758431,0.01388224,0,0.001376462
Madison,0.149112873,0.010129552,0,0.002265006
Manatee,0.088045635,0.007710835,0,0.005849041
Marion,0.093821564,0.012920775,4.67E-05,0.006823386
Martin,0.021627352,0.01091794,0,0.002809435
Miami-Dade,0.027212651,0.004977431,0,0.001139095
Monroe,0.027879504,0.013067418,0.000236267,0.006261075
Nassau,0.060088496,0.007699245,0,0.011415929
Okaloosa,0.070285019,0.008161465,0,0.002071074
Okeechobee,0.085135599,0.018444855,0,0.005492619
Orange,0.056597643,0.006968315,0.000152294,0.003167722
Osceola,0.063848145,0.007536657,0.000227913,0.002816351
Palm Beach,0.033792884,0.004719633,0.000132563,0.007280344
Pasco,0.037008721,0.007702482,8.49E-05,0.007347944
Pinellas,0.079830504,0.009561845,0,0.005938208
Polk,0.048143257,0.010684114,7.88E-05,0.018734971
Putnam,0.064220183,0.015532156,0.001068852,0.006502182
St. Johns,0.034084326,0.006415918,0,0.003926617
St. Lucie,0.050632911,0.01088874,0.000199735,0.005617557
Santa Rosa,0.046570099,0.008275101,7.51E-05,0.004765836
Sarasota,0.034813516,0.006423758,0,0.003018794
Seminole,0.039879452,0.005387368,2.98E-05,0.004162502
Sumter,0.098032326,0.004890501,0,0.003162333
Suwannee,0.094119607,0.013469481,0.000333167,0.002998501
Taylor,0.189234936,0.015438443,0.00338524,0.004062288
Union,0.146393513,0.006133351,0,0.004268032
Volusia,0.077640638,0.008716402,0,0.006996224
Wakulla,0.108784177,0.011193548,0,0.00155129
Walton,0.067979741,0.010476689,0.001350591,0.00889139
Washington,0.091356506,0.011876097,0,0.002768379
Appling,0.063434903,0.009187279,0,0
Atkinson,0.069208211,0.008207604,0,0
Bacon,0.084761464,0.014100848,0,0
Baker,0.061728395,0.005669949,0,0
Baldwin,0.175223983,0.011090413,0.00172295,0
Banks,0.036723164,0.005974567,0,0
Barrow,0.077139473,0.007950196,0.000740302,0
Bartow,0.086054552,0.012577185,0.001042753,0.000109763
Ben Hill,0.140039448,0.020538276,0,0
Berrien,0.101629914,0.007712082,0.005113455,0.007989773
Bibb,0.112462849,0.012768345,0.000237765,0.01172974
Bleckley,0.050803138,0.009654631,0,0.00896526
Brantley,0.052390495,0.008444371,0.000572574,0
Brooks,0.132181224,0.00951165,0.001868286,0
Bryan,0.045200956,0.004025667,0.000683138,0.003643402
Bulloch,0.081624758,0.010963783,0.001934236,0.001934236
Burke,0.163050625,0.015507951,0.003944773,0.000876616
Butts,0.179953784,0.010817567,0,0.007221259
Calhoun,0.163580247,0.008486134,0.00308642,0
Camden,0.100150765,0.006185206,0.000215378,0.002261469
Candler,0.083523505,0.013947129,0,0.002738476
Carroll,0.084772583,0.011380232,0.00045212,0.003616964
Catoosa,0.049657691,0.008624126,0,0
Charlton,0.118165785,0.004724889,0.003527337,0.002351558
Chatham,0.062813813,0.012803862,0.000691669,0.003765755
Chattahoochee,0.147191011,0.002776417,0,0.020224719
Chattooga,0.030421756,0.012178566,0.006222632,0
Cherokee,0.060586256,0.005220792,0.00239634,0.00319512
Clarke,0.070684014,0.008324112,0,0.000608689
Clay,0.323529412,0.01003186,0,0
Clayton,0.07462494,0.012906836,3.69E-05,0.001658742
Clinch,0.099800399,0.00900369,0,0
Cobb,0.074750216,0.006498875,0.000312487,0.004012993
Coffee,0.11325332,0.01043188,0,0
Colquitt,0.084214893,0.014248033,0,0
Columbia,0.087433994,0.005099308,0.002640239,0.006313614
Cook,0.177717227,0.012185834,0.003027551,0
Coweta,0.050258815,0.008146862,0.000663629,0.002698757
Crawford,0.180771445,0.00247782,0,0
Crisp,0.188330171,0.018313604,0.00711575,0.003320683
Dade,0.065277778,0.008482822,0,0.000925926
Dawson,0.070895522,0.011328573,0,0.000574053
Decatur,0.093234174,0.022257088,0,0
DeKalb,0.060539365,0.008098188,0.000512295,0.000309907
Dodge,0.103681885,0.011385908,0,0.003829161
Dooly,0.281888654,0.009466797,0,0
Dougherty,0.064724085,0.019584957,0.004125838,0.000257865
Douglas,0.12171268,0.014578009,0.000500558,0.009587617
Early,0.139081456,0.012908125,0.000866551,0.000866551
Echols,0.097005988,0.008105499,0,0.00239521
Effingham,0.092159676,0.008450135,0.000168791,0.000675162
Elbert,0.072101332,0.009748589,0,0.007794739
Emanuel,0.104731282,0.012194583,0.000918695,0.018144235
Evans,0.058355438,0.010827318,0.002122016,0.005835544
Fannin,0.090077887,0.006674222,0,0.005756857
Fayette,0.062564914,0.005659906,0.001434294,0.002769672
Floyd,0.061688312,0.021152824,0,0.002327861
Forsyth,0.02396334,0.002987581,0,0.00167654
Franklin,0.006868132,0.010137434,0.000549451,0
Fulton,0.035836409,0.008351561,0.001150279,0.001077079
Gilmer,0.04686764,0.007660434,0,0.004710316
Glascock,0.136206897,0.001963351,0,0
Glynn,0.127833182,0.010772587,0.000278959,0.007601646
Gordon,0.078514255,0.012943939,0.000179872,0.000989298
Grady,0.107429066,0.01018176,0,0
Greene,0.076108278,0.011177988,0,0
Gwinnett,0.066049876,0.005826141,0.00013312,0.003816116
Habersham,0.064993472,0.005091885,0,0
Hall,0.077341647,0.010323133,0.000340088,0.000680176
Hancock,0.02020202,0.008819917,0.002020202,0
Haralson,0.060016906,0.009281807,0.001127078,0
Harris,0.086089045,0.009033923,0,0.000369481
Hart,0.075938567,0.00784837,0,0.001137656
Heard,0.098771499,0.008736268,0.002948403,0
Henry,0.11553347,0.005759755,0.001481198,0.010440059
Houston,0.144208775,0.008145461,0.000207943,0.000207943
Irwin,0.113419427,0.089365791,0,0.002245929
Jackson,0.053663654,0.008811292,0.000968367,0.000161394
Jasper,0.057731959,0.007055711,0.000824742,0.001649485
Jeff Davis,0.105806452,0.011694352,0,0
Jefferson,0.033297141,0.025216803,0,0.001809627
Jenkins,0.114979757,0.008804348,0.007287449,0
Johnson,0.091531223,0.00796371,0,0
Jones,0.048484848,0.012108486,0.001038961,0.002943723
Lamar,0.202185792,0.008594709,0.000728597,0
Lanier,0.108093126,0.004417979,0.002217295,0.002217295
Laurens,0.092265496,0.010719305,0.000219419,0.001097093
Lee,0.086801242,0.004682067,0,0.004037267
Liberty,0.168848037,0.00823673,0.001398741,0.001998202
Lincoln,0.055276382,0.011898603,0,0.003350084
Long,0.201543739,0.005235287,0,0.008862207
Lowndes,0.084681972,0.010392837,0.000322598,0.00102156
Lumpkin,0.072343833,0.007924443,0,0.006139883
McDuffie,0.124733223,0.013482936,0.000948542,0.002371354
McIntosh,0.199460916,0.011050118,0.001347709,0
Macon,0.173342088,0.006150325,0.001313198,0
Madison,0.058811517,0.007849405,0,0.005717786
Marion,0.166666667,0.005815982,0.001371742,0
Meriwether,0.057172201,0.012952758,0,0
Miller,0.262108262,0.008976965,0.00379867,0
Mitchell,0.04913442,0.01826087,0.000509165,0.000509165
Monroe,0.107826087,0.013185575,0,0
Montgomery,0.085418464,0.003571429,0.000345125,0.000345125
Morgan,0.09731753,0.013006843,0.001247661,0.003742982
Murray,0.061338985,0.006598558,0,0.002992146
Muscogee,0.082722161,0.01470921,0.000122234,0.001527931
Newton,0.11100224,0.011646815,0,0.002612915
Oconee,0.037123288,0.002671442,0,0.000684932
Oglethorpe,0.133858268,0.00430018,0,0
Paulding,0.11483754,0.003222312,0.000697253,0.015374425
Peach,0.15480717,0.005687484,0.001629549,0
Pickens,0.065341558,0.00702166,0,0.001599269
Pierce,0.09280615,0.007987808,0,0
Pike,0.126984127,0.00407968,0,0.002351558
Polk,0.073262448,0.009057045,0.000518672,0.006353734
Pulaski,0.182462927,0.007954349,0.007736944,0.005157963
Putnam,0.118997912,0.010832356,0.003479471,0
Quitman,0.120743034,0.008920386,0,0
Rabun,0.095968449,0.00752947,0.000876424,0
Randolph,0.146078431,0.010507613,0.003921569,0
Richmond,0.127339753,0.015307594,0.010455398,0.001652525
Rockdale,0.09128724,0.009466854,0.00084317,0.003709949
Schley,0.103886398,0.004319654,0,0
Screven,0.200264667,0.018206887,0.000882223,0.006616674
Seminole,0.252229299,0.014471453,0,0.039490446
Spalding,0.124746939,0.019714983,0,0.00443459
Stephens,0.060252672,0.012000156,0.000971817,0.000485909
Stewart,0.080708661,0.022114347,0,0
Sumter,0.318209439,0.01937482,0.000810209,0
Talbot,0.254368932,0.007504978,0.00776699,0.003883495
Taliaferro,0.042168675,0.015543341,0.012048193,0.012048193
Tattnall,0.11380597,0.011457968,0,0.005063966
Taylor,0.045578231,0.014205563,0.002721088,0.001360544
Telfair,0.037017167,0.006420257,0,0.001072961
Terrell,0.126712329,0.012869451,0,0
Thomas,0.126894809,0.013543968,0,0.000459348
Tift,0.102802548,0.013393634,0.002547771,0.004968153
Toombs,0.156444736,0.016352479,0,0.002623811
Towns,0.097963143,0.006953458,0,0
Treutlen,0.092792046,0.017352281,0,0
Troup,0.11063115,0.020186313,0.000799936,0.005039597
Turner,0.089158345,0.013529985,0,0
Twiggs,0.170289855,0.008692588,0,0.007246377
Union,0.056078148,0.006348614,0,0.000723589
Upson,0.143801276,0.011384266,0.000455789,0.010483136
Walker,0.070755624,0.009049972,0.002114978,0.001730436
Walton,0.118231886,0.011333256,0.001287462,0.001215936
Ware,0.092171524,0.019756881,0,0
Warren,0.250783699,0.011787381,0.006269592,0
Washington,0.175704332,0.010837343,0.000605877,0.003029385
Wayne,0.084423732,0.011663945,0,0
Webster,0.014888337,0.014796675,0,0
Wheeler,0.059512195,0.005048593,0,0
White,0.057298418,0.006933467,0,0
Whitfield,0.04349254,0.009467674,0,0
Wilcox,0.113300493,0.007870524,0,0
Wilkes,0.105686032,0.01095139,0,0.001236094
Wilkinson,0.173998687,0.008011109,0,0
Worth,0.169239905,0.008163265,0.003562945,0.00564133
Hawaii,0.009818876,0.001962596,0,0.002908487
Adair,0.015264586,0.00135373,0,0.001356852
Adams,0.035109332,0.005909558,0.000615953,0.002463813
Allamakee,0.026443833,0.002348587,0,0.002115507
Appanoose,0.026248942,0.004743083,0.000564493,0.007902907
Audubon,0.030870199,0.00272991,0.000486145,0
Benton,0.026679983,0.001322648,0,0.013268655
Black Hawk,0.037457529,0.00886422,0.000331483,0.005386592
Boone,0.027538587,0.001483849,0.001056052,0.001949634
Bremer,0.014667365,0.00280796,0,0.001047669
Buchanan,0.036064289,0.003043706,0,0.024304194
Buena Vista,0.021989714,0.003735688,0.000709346,0
Butler,0.017790759,0.002269996,0.000531067,0
Calhoun,0.018563603,0.001516285,0,0.003347535
Carroll,0.015430267,0.001460707,0,0.001186944
Cass,0.025,0.004053357,0,0
Cedar,0.012421007,0.002025178,0,0.000435825
Cerro Gordo,0.031775921,0.005377827,0,0.000235377
Cherokee,0.019439868,0.002357299,0,0.005930807
Chickasaw,0.025824964,0.001304206,0.00095648,0.005978001
Clarke,0.020956316,0.00443483,0.001770956,0.002361275
Clay,0.019201396,0.002858533,0.001309186,0.003491163
Clayton,0.014273356,0.002922662,0,0
Clinton,0.042628595,0.003501575,0.000202511,0.008100446
Crawford,0.015163934,0.001612439,0,0.002254098
Dallas,0.01167992,0.001215895,0.000497018,0.007393141
Davis,0.021714714,0.004219891,0.000748783,0.001497566
